"kind","route","probe_route","methods","public_state","required_permission","required_role","allowed_roles","expected_blocked_roles","expected_unauthenticated","expected_blocked","expected_cache","indexing","source_file","unauthenticated_status","super_admin_status","director_status","principal_status","admin_status","accountant_status","teacher_status","parent_status","viewer_status"
"api","/api/library/charges/[id]/waive","/api/library/charges/qasec1qa-object-missing/waive","POST","PRIVATE","WAIVE_LIBRARY_CHARGES","","SUPER_ADMIN|DIRECTOR","PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/charges/[id]/waive/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/charges/[id]/workflow","/api/library/charges/qasec1qa-object-missing/workflow","POST","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/library/charges/[id]/workflow/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/charges/reports","/api/library/charges/reports","GET","PRIVATE","VIEW_LIBRARY_CHARGE_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/charges/reports/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/library/charges/reports/export","/api/library/charges/reports/export","GET","PRIVATE","EXPORT_LIBRARY_CHARGE_REPORTS","","SUPER_ADMIN|DIRECTOR|ADMIN|ACCOUNTANT","PRINCIPAL|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/charges/reports/export/route.ts","401","200","200","403","200","200","403","403","403"
"api","/api/library/circulation/reports","/api/library/circulation/reports","GET","PRIVATE","VIEW_LIBRARY_CIRCULATION_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/circulation/reports/route.ts","401","200","200","200","200","403","403","403","200"
"api","/api/library/circulation/reports/export","/api/library/circulation/reports/export","GET","PRIVATE","EXPORT_LIBRARY_CIRCULATION_REPORTS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/circulation/reports/export/route.ts","401","200","200","403","200","403","403","403","403"
"api","/api/library/copies","/api/library/copies","GET|POST","PRIVATE","VIEW_LIBRARY","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/copies/route.ts","401","200","200","200","200","403","403","403","200"
"api","/api/library/copies/[id]","/api/library/copies/qasec1qa-object-missing","GET|PATCH","PRIVATE","VIEW_LIBRARY","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/copies/[id]/route.ts","401","404","404","404","404","403","403","403","404"
"api","/api/library/copies/[id]/condition","/api/library/copies/qasec1qa-object-missing/condition","POST","PRIVATE","MANAGE_LIBRARY_COPIES","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/copies/[id]/condition/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/copies/[id]/events","/api/library/copies/qasec1qa-object-missing/events","GET","PRIVATE","VIEW_LIBRARY","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/copies/[id]/events/route.ts","401","200","200","200","200","403","403","403","200"
"api","/api/library/copies/[id]/shelf","/api/library/copies/qasec1qa-object-missing/shelf","POST","PRIVATE","MANAGE_LIBRARY_COPIES","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/copies/[id]/shelf/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/copies/[id]/status","/api/library/copies/qasec1qa-object-missing/status","POST","PRIVATE","MANAGE_LIBRARY_COPIES","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/copies/[id]/status/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/copies/[id]/withdraw","/api/library/copies/qasec1qa-object-missing/withdraw","POST","PRIVATE","MANAGE_LIBRARY_COPIES","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/copies/[id]/withdraw/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/import/[kind]","/api/library/import/students","POST","PRIVATE","IMPORT_LIBRARY_CATALOG","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/import/[kind]/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/import/template/[kind]","/api/library/import/template/students","GET","PRIVATE","IMPORT_LIBRARY_CATALOG","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/import/template/[kind]/route.ts","401","404","404","403","404","403","403","403","403"
"api","/api/library/incidents","/api/library/incidents","GET|POST","PRIVATE","VIEW_LIBRARY_INCIDENTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/incidents/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/library/incidents/[id]","/api/library/incidents/qasec1qa-object-missing","GET","PRIVATE","VIEW_LIBRARY_INCIDENTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/incidents/[id]/route.ts","401","404","404","404","404","403","403","403","403"
"api","/api/library/incidents/[id]/resolve","/api/library/incidents/qasec1qa-object-missing/resolve","POST","PRIVATE","MANAGE_LIBRARY_INCIDENTS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/incidents/[id]/resolve/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/incidents/[id]/workflow","/api/library/incidents/qasec1qa-object-missing/workflow","POST","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/library/incidents/[id]/workflow/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/issue","/api/library/issue","POST","PRIVATE","ISSUE_LIBRARY_BOOKS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/issue/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/loans","/api/library/loans","GET","PRIVATE","VIEW_LIBRARY_CIRCULATION","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/loans/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/library/loans/[id]","/api/library/loans/qasec1qa-object-missing","GET","PRIVATE","VIEW_LIBRARY_CIRCULATION","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/loans/[id]/route.ts","401","404","404","404","404","403","403","403","403"
"api","/api/library/loans/[id]/cancel","/api/library/loans/qasec1qa-object-missing/cancel","POST","PRIVATE","ISSUE_LIBRARY_BOOKS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/loans/[id]/cancel/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/loans/[id]/renew","/api/library/loans/qasec1qa-object-missing/renew","POST","PRIVATE","RENEW_LIBRARY_BOOKS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/loans/[id]/renew/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/members","/api/library/members","GET|POST","PRIVATE","VIEW_LIBRARY_CIRCULATION","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/members/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/library/members/[id]","/api/library/members/qasec1qa-object-missing","GET|PATCH","PRIVATE","VIEW_LIBRARY_CIRCULATION","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/members/[id]/route.ts","401","404","404","404","404","403","403","403","403"
"api","/api/library/policies","/api/library/policies","GET|POST","PRIVATE","VIEW_LIBRARY_CIRCULATION","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/policies/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/library/policies/[id]","/api/library/policies/qasec1qa-object-missing","PATCH","PRIVATE","MANAGE_LIBRARY_POLICIES","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/policies/[id]/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/reports","/api/library/reports","GET","PRIVATE","VIEW_LIBRARY_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/reports/route.ts","401","200","200","200","200","403","403","403","200"
"api","/api/library/reports/export","/api/library/reports/export","GET","PRIVATE","EXPORT_LIBRARY_REPORTS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/reports/export/route.ts","401","200","200","403","200","403","403","403","403"
"api","/api/library/reservations","/api/library/reservations","GET|POST","PRIVATE","VIEW_LIBRARY_CIRCULATION","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/reservations/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/library/reservations/[id]/cancel","/api/library/reservations/qasec1qa-object-missing/cancel","POST","PRIVATE","MANAGE_LIBRARY_RESERVATIONS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/reservations/[id]/cancel/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/reservations/[id]/expire","/api/library/reservations/qasec1qa-object-missing/expire","POST","PRIVATE","MANAGE_LIBRARY_RESERVATIONS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/reservations/[id]/expire/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/return","/api/library/return","POST","PRIVATE","RETURN_LIBRARY_BOOKS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/return/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/scanner/copy","/api/library/scanner/copy","GET","PRIVATE","USE_LIBRARY_SCANNER","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/scanner/copy/route.ts","401","400","400","403","400","403","403","403","403"
"api","/api/library/scanner/issue","/api/library/scanner/issue","POST","PRIVATE","USE_LIBRARY_SCANNER","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/scanner/issue/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/scanner/member","/api/library/scanner/member","GET","PRIVATE","USE_LIBRARY_SCANNER","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/scanner/member/route.ts","401","400","400","403","400","403","403","403","403"
"api","/api/library/scanner/return","/api/library/scanner/return","POST","PRIVATE","USE_LIBRARY_SCANNER","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/scanner/return/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/stock-verification/preview","/api/library/stock-verification/preview","POST","PRIVATE","MANAGE_LIBRARY_STOCK_VERIFICATION","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/preview/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/stock-verification/reports","/api/library/stock-verification/reports","GET","PRIVATE","VIEW_LIBRARY_STOCK_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/reports/route.ts","401","200","200","200","200","403","403","403","200"
"api","/api/library/stock-verification/reports/export","/api/library/stock-verification/reports/export","GET","PRIVATE","EXPORT_LIBRARY_STOCK_REPORTS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/reports/export/route.ts","401","200","200","403","200","403","403","403","403"
"api","/api/library/stock-verification/sessions","/api/library/stock-verification/sessions","GET|POST","PRIVATE","VIEW_LIBRARY_STOCK_VERIFICATION","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/library/stock-verification/sessions/[id]","/api/library/stock-verification/sessions/qasec1qa-object-missing","GET|PATCH","PRIVATE","VIEW_LIBRARY_STOCK_VERIFICATION","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/route.ts","401","404","404","404","404","403","403","403","403"
"api","/api/library/stock-verification/sessions/[id]/apply","/api/library/stock-verification/sessions/qasec1qa-object-missing/apply","POST","PRIVATE","APPLY_LIBRARY_STOCK_CORRECTIONS","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/apply/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/stock-verification/sessions/[id]/approve","/api/library/stock-verification/sessions/qasec1qa-object-missing/approve","POST","PRIVATE","APPROVE_LIBRARY_STOCK_VERIFICATION","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/approve/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/stock-verification/sessions/[id]/cancel","/api/library/stock-verification/sessions/qasec1qa-object-missing/cancel","POST","PRIVATE","MANAGE_LIBRARY_STOCK_VERIFICATION","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/cancel/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/stock-verification/sessions/[id]/lock","/api/library/stock-verification/sessions/qasec1qa-object-missing/lock","POST","PRIVATE","LOCK_LIBRARY_STOCK_VERIFICATION","","SUPER_ADMIN|DIRECTOR","PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/lock/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/stock-verification/sessions/[id]/missing","/api/library/stock-verification/sessions/qasec1qa-object-missing/missing","GET|POST","PRIVATE","SCAN_LIBRARY_STOCK","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/missing/route.ts","401","200","200","403","200","403","403","403","403"
"api","/api/library/stock-verification/sessions/[id]/observations","/api/library/stock-verification/sessions/qasec1qa-object-missing/observations","POST","PRIVATE","SCAN_LIBRARY_STOCK","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/observations/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/stock-verification/sessions/[id]/review","/api/library/stock-verification/sessions/qasec1qa-object-missing/review","POST","PRIVATE","REVIEW_LIBRARY_STOCK_DISCREPANCIES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/review/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/stock-verification/sessions/[id]/scan","/api/library/stock-verification/sessions/qasec1qa-object-missing/scan","POST","PRIVATE","SCAN_LIBRARY_STOCK","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/scan/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/stock-verification/sessions/[id]/start","/api/library/stock-verification/sessions/qasec1qa-object-missing/start","POST","PRIVATE","MANAGE_LIBRARY_STOCK_VERIFICATION","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/start/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/stock-verification/sessions/[id]/submit","/api/library/stock-verification/sessions/qasec1qa-object-missing/submit","POST","PRIVATE","MANAGE_LIBRARY_STOCK_VERIFICATION","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/library/stock-verification/sessions/[id]/submit/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/library/titles","/api/library/titles","GET|POST","PRIVATE","VIEW_LIBRARY","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/titles/route.ts","401","200","200","200","200","403","403","403","200"
"api","/api/library/titles/[id]","/api/library/titles/qasec1qa-object-missing","GET|PATCH","PRIVATE","VIEW_LIBRARY","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/library/titles/[id]/route.ts","401","404","404","404","404","403","403","403","404"
"api","/api/marks/entry/[assessmentId]","/api/marks/entry/qasec1qa-assessment-missing","GET|PUT","PRIVATE","VIEW_EXAMS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|TEACHER","ACCOUNTANT|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/marks/entry/[assessmentId]/route.ts","401","404","404","404","404","403","404","403","403"
"api","/api/marks/entry/[assessmentId]/correct","/api/marks/entry/qasec1qa-assessment-missing/correct","POST","PRIVATE","CORRECT_APPROVED_MARKS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL","ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/marks/entry/[assessmentId]/correct/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/marks/import","/api/marks/import","POST","PRIVATE","ENTER_MARKS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|TEACHER","ADMIN|ACCOUNTANT|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/marks/import/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/marks/import/template","/api/marks/import/template","GET","PRIVATE","ENTER_MARKS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|TEACHER","ADMIN|ACCOUNTANT|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/marks/import/template/route.ts","401","200","200","200","403","403","200","403","403"
"api","/api/marks/reports","/api/marks/reports","GET","PRIVATE","VIEW_EXAM_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/marks/reports/route.ts","401","200","200","200","200","403","403","403","200"
"api","/api/marks/reports/export","/api/marks/reports/export","GET","PRIVATE","EXPORT_EXAM_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/marks/reports/export/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/misc-income","/api/misc-income","GET|POST","PRIVATE","VIEW_MISC_INCOME","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/misc-income/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/misc-income/[id]","/api/misc-income/qasec1qa-object-missing","GET","PRIVATE","VIEW_MISC_INCOME","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/misc-income/[id]/route.ts","401","404","404","404","404","404","403","403","404"
"api","/api/misc-income/[id]/cancel","/api/misc-income/qasec1qa-object-missing/cancel","POST","PRIVATE","CANCEL_MISC_INCOME","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/misc-income/[id]/cancel/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/misc-income/items","/api/misc-income/items","GET|POST|PATCH","PRIVATE","VIEW_MISC_INCOME","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/misc-income/items/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/misc-income/rates","/api/misc-income/rates","POST|PATCH","PRIVATE","MANAGE_MISC_INCOME_ITEMS","","SUPER_ADMIN|DIRECTOR|ADMIN|ACCOUNTANT","PRINCIPAL|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/misc-income/rates/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/misc-income/reports","/api/misc-income/reports","GET","PRIVATE","VIEW_MISC_INCOME_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/misc-income/reports/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/misc-income/reports/export","/api/misc-income/reports/export","GET","PRIVATE","EXPORT_MISC_INCOME_REPORTS","","SUPER_ADMIN|DIRECTOR|ADMIN|ACCOUNTANT","PRINCIPAL|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/misc-income/reports/export/route.ts","401","200","200","403","200","200","403","403","403"
"api","/api/notices","/api/notices","GET|POST","PRIVATE","VIEW_NOTICES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/notices/route.ts","401","200","200","200","200","403","403","403","200"
"api","/api/notices/[id]","/api/notices/qasec1qa-object-missing","PATCH","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/notices/[id]/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/notifications/campaigns","/api/notifications/campaigns","GET|POST","PRIVATE","CREATE_NOTIFICATION_CAMPAIGNS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/notifications/campaigns/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/notifications/campaigns/[id]","/api/notifications/campaigns/qasec1qa-object-missing","GET|PATCH","PRIVATE","CREATE_NOTIFICATION_CAMPAIGNS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/notifications/campaigns/[id]/route.ts","401","404","404","404","404","403","403","403","403"
"api","/api/notifications/campaigns/[id]/correction","/api/notifications/campaigns/qasec1qa-object-missing/correction","POST","PRIVATE","CREATE_NOTIFICATION_CAMPAIGNS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/notifications/campaigns/[id]/correction/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/notifications/campaigns/[id]/preview","/api/notifications/campaigns/qasec1qa-object-missing/preview","POST","PRIVATE","CREATE_NOTIFICATION_CAMPAIGNS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/notifications/campaigns/[id]/preview/route.ts","401","405","405","405","405","405","405","405","405"
